Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
Standard Class,Corporate,New Bedford,Massachusetts,East,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,No Discount,Profit
Standard Class,Corporate,New Bedford,Massachusetts,East,Office Supplies,Binders,12.3,5,0.0,6.15,50.0,No Discount,Profit
First Class,Consumer,San Diego,California,West,Office Supplies,Appliances,13.97,1,0.0,3.6322,26.0,No Discount,Profit
Standard Class,Consumer,Jackson,Tennessee,South,Furniture,Tables,934.956,6,0.4,-249.3216,-26.666666666666668,Medium discount,Loss
Standard Class,Consumer,Jackson,Tennessee,South,Technology,Accessories,46.864,2,0.2,7.6154,16.25,Low Discount,Profit
Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Storage,26.16,3,0.2,1.962,7.5,Low Discount,Profit
Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Art,23.128,7,0.2,2.891,12.5,Low Discount,Profit
Standard Class,Consumer,Jackson,Tennessee,South,Office Supplies,Appliances,59.24,5,0.2,16.291,27.500000000000004,Low Discount,Profit
Second Class,Consumer,Jacksonville,Florida,South,Furniture,Bookcases,155.456,4,0.2,-7.7728,-5.0,Low Discount,Loss
Standard Class,Corporate,San Diego,California,West,Office Supplies,Paper,8.56,2,0.0,3.852,44.99999999999999,No Discount,Profit
First Class,Consumer,Hialeah,Florida,South,Furniture,Furnishings,21.0,3,0.2,5.775,27.500000000000004,Low Discount,Profit
First Class,Consumer,Hialeah,Florida,South,Technology,Machines,120.0,2,0.5,-7.2,-6.000000000000001,High Discount,Loss
Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,299.96,5,0.2,37.495,12.5,Low Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776,-265.0,High Discount,Loss
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,853.93,5,0.3,-24.398,-2.857142857142857,Medium discount,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,18.688,4,0.2,3.7376,20.0,Low Discount,Profit
First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,273.96,2,0.0,71.2296,26.000000000000007,No Discount,Profit
First Class,Consumer,Virginia Beach,Virginia,South,Technology,Accessories,89.97,3,0.0,18.8937,21.0,No Discount,Profit
First Class,Consumer,Virginia Beach,Virginia,South,Furniture,Furnishings,756.8,5,0.0,75.68,10.000000000000002,No Discount,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344,-154.99999999999997,High Discount,Loss
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,72.0,1,0.2,14.4,20.0,Low Discount,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,470.155,7,0.3,-13.433,-2.857142857142857,Medium discount,Loss
First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,39.128,1,0.2,-8.8038,-22.5,Low Discount,Loss
Standard Class,Corporate,Lakewood,Ohio,East,Office Supplies,Art,19.728,9,0.2,1.7262,8.75,Low Discount,Profit
Standard Class,Corporate,Lakewood,Ohio,East,Technology,Phones,151.188,2,0.4,-25.198,-16.666666666666668,Medium discount,Loss
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,271.764,2,0.1,60.392,22.222222222222225,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,47.496,1,0.2,-1.1874,-2.5,Low Discount,Loss
Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,344.981,7,0.15,28.4102,8.235294117647058,Low Discount,Profit
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,35.0,Low Discount,Profit
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,78.304,2,0.2,29.364,37.5,Low Discount,Profit
First Class,Corporate,Dallas,Texas,Central,Furniture,Tables,127.785,1,0.3,-31.0335,-24.285714285714285,Medium discount,Loss
First Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,6.104,2,0.8,-9.156,-150.0,High Discount,Loss
Second Class,Corporate,Orange,New Jersey,East,Office Supplies,Binders,5.76,2,0.0,2.8224,49.00000000000001,No Discount,Profit
Second Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.72,1,0.8,-2.838,-165.0,High Discount,Loss
Second Class,Consumer,Romeoville,Illinois,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708,-165.0,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018,-270.0,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648,-160.0,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,159.04,5,0.6,-194.824,-122.50000000000001,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,145.98,2,0.5,-99.2664,-68.0,High Discount,Loss
Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Furnishings,77.952,3,0.2,12.6672,16.25,Low Discount,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,95.97,5,0.7,-73.577,-76.66666666666666,High Discount,Loss
Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,105.584,2,0.2,9.2386,8.75,Low Discount,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,9.344,2,0.2,1.168,12.5,Low Discount,Profit
Standard Class,Corporate,Springfield,Missouri,Central,Furniture,Furnishings,9.68,2,0.0,3.7752,39.0,No Discount,Profit
Standard Class,Corporate,Springfield,Missouri,Central,Technology,Copiers,4899.93,7,0.0,2302.9671,46.99999999999999,No Discount,Profit
Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,104.75,5,0.0,21.9975,21.0,No Discount,Profit
Standard Class,Corporate,Columbia,Tennessee,South,Technology,Accessories,18.528,2,0.2,4.4004,23.750000000000004,Low Discount,Profit
Standard Class,Corporate,Columbia,Tennessee,South,Furniture,Tables,1875.258,7,0.4,-968.8833,-51.66666666666666,Medium discount,Loss
First Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,91.36,5,0.2,29.692,32.5,Low Discount,Profit
First Class,Consumer,Hollywood,Florida,South,Office Supplies,Appliances,152.24,5,0.2,17.127,11.249999999999998,Low Discount,Profit
First Class,Consumer,Dallas,Texas,Central,Technology,Phones,35.184,2,0.2,12.3144,35.0,Low Discount,Profit
Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,33.75,Low Discount,Profit
Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,274.064,7,0.2,102.774,37.5,Low Discount,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,458.43,5,0.3,-124.431,-27.142857142857142,Medium discount,Loss
Same Day,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,8.226,3,0.7,-6.0324,-73.33333333333333,High Discount,Loss
Standard Class,Corporate,Sandy Springs,Georgia,South,Technology,Accessories,5.95,1,0.0,0.833,13.999999999999998,No Discount,Profit
Standard Class,Corporate,Sandy Springs,Georgia,South,Office Supplies,Paper,15.24,3,0.0,7.1628,47.0,No Discount,Profit
Same Day,Consumer,Spokane,Washington,West,Technology,Accessories,239.94,6,0.0,26.3934,11.0,No Discount,Profit
Same Day,Consumer,Spokane,Washington,West,Office Supplies,Art,23.84,8,0.0,6.4368,27.0,No Discount,Profit
Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Storage,92.52,6,0.0,24.9804,27.0,No Discount,Profit
Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Storage,37.76,1,0.0,10.5728,28.000000000000004,No Discount,Profit
Same Day,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Labels,7.38,2,0.0,3.4686,47.0,No Discount,Profit
Same Day,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,5.82,2,0.0,2.7354,47.0,No Discount,Profit
Standard Class,Consumer,Fairfield,Ohio,East,Office Supplies,Paper,3.816,1,0.2,1.1925,31.25,Low Discount,Profit
Standard Class,Corporate,Huntsville,Alabama,South,Office Supplies,Binders,26.16,4,0.0,12.8184,49.0,No Discount,Profit
First Class,Home Office,Houston,Texas,Central,Technology,Accessories,100.8,2,0.2,21.42,21.250000000000004,Low Discount,Profit
First Class,Corporate,New York City,New York,East,Furniture,Furnishings,135.8,7,0.0,66.542,49.0,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,13.9,5,0.0,3.753,27.0,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,19.4,5,0.0,9.312,48.0,No Discount,Profit
Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,13.488,2,0.2,4.3836,32.50000000000001,Low Discount,Profit
Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,11.416,1,0.2,3.8529,33.75,Low Discount,Profit
Second Class,Consumer,Pocatello,Idaho,West,Office Supplies,Paper,17.64,3,0.0,8.6436,48.99999999999999,No Discount,Profit
Second Class,Consumer,Pocatello,Idaho,West,Office Supplies,Binders,17.04,3,0.2,5.538,32.5,Low Discount,Profit
Second Class,Consumer,Springfield,Virginia,South,Technology,Accessories,99.98,2,0.0,7.9984,8.0,No Discount,Profit
Second Class,Consumer,Springfield,Virginia,South,Furniture,Furnishings,29.46,6,0.0,9.7218,33.0,No Discount,Profit
Standard Class,Corporate,Toledo,Ohio,East,Office Supplies,Binders,166.92,13,0.7,-116.844,-70.0,High Discount,Loss
First Class,Home Office,Fort Collins,Colorado,West,Furniture,Furnishings,98.328,3,0.2,9.8328,10.0,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Furniture,Chairs,117.882,1,0.1,1.3098,1.1111111111111112,Low Discount,Profit
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,20.97,3,0.0,9.0171,43.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Technology,Accessories,139.96,4,0.0,9.7972,6.999999999999999,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,37.74,3,0.0,12.8316,34.0,No Discount,Profit
Standard Class,Consumer,Marlborough,Massachusetts,East,Furniture,Furnishings,14.82,3,0.0,6.2244,42.0,No Discount,Profit
Standard Class,Consumer,Marlborough,Massachusetts,East,Furniture,Furnishings,191.82,3,0.0,61.3824,32.0,No Discount,Profit
Standard Class,Consumer,New Rochelle,New York,East,Office Supplies,Binders,13.904,2,0.2,4.5188,32.49999999999999,Low Discount,Profit
Same Day,Corporate,Seattle,Washington,West,Office Supplies,Appliances,314.6,4,0.0,103.818,32.99999999999999,No Discount,Profit
Same Day,Corporate,Seattle,Washington,West,Furniture,Tables,283.56,4,0.0,45.3696,16.0,No Discount,Profit
Standard Class,Home Office,Detroit,Michigan,Central,Furniture,Chairs,487.96,2,0.0,146.388,30.000000000000004,No Discount,Profit
Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Binders,1793.98,2,0.0,843.1706,47.0,No Discount,Profit
Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,2.992,4,0.8,-4.488,-150.00000000000003,High Discount,Loss
Standard Class,Consumer,Quincy,Illinois,Central,Technology,Accessories,108.768,4,0.2,2.7192,2.5,Low Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Paper,25.92,4,0.0,12.4416,47.99999999999999,No Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,22.58,2,0.0,5.8708,26.0,No Discount,Profit
Same Day,Consumer,Houston,Texas,Central,Technology,Phones,55.176,3,0.2,-12.4146,-22.5,Low Discount,Loss
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,9892.74,13,0.0,4946.37,50.0,No Discount,Profit
Standard Class,Corporate,Chandler,Arizona,West,Furniture,Tables,73.915,1,0.5,-45.8273,-62.0,High Discount,Loss
Standard Class,Consumer,Hollywood,Florida,South,Furniture,Furnishings,337.088,4,0.2,16.8544,4.999999999999999,Low Discount,Profit
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,61.44,3,0.0,16.5888,27.0,No Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,479.97,3,0.0,163.1898,34.0,No Discount,Profit
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Binders,5.984,2,0.2,2.244,37.50000000000001,Low Discount,Profit
Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,189.95,5,0.0,45.588,24.000000000000004,No Discount,Profit
Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,149.95,5,0.0,31.4895,21.000000000000004,No Discount,Profit
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Art,29.95,5,0.0,8.6855,28.999999999999996,No Discount,Profit
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Labels,44.4,3,0.0,22.2,50.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,66.03,3,0.0,17.1678,26.0,No Discount,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,10.86,2,0.0,5.3214,49.0,No Discount,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Art,3.36,2,0.0,0.84,25.0,No Discount,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,27.936,4,0.2,9.4284,33.75,Low Discount,Profit
Second Class,Corporate,San Francisco,California,West,Technology,Phones,28.784,2,0.2,2.8784,10.0,Low Discount,Profit
Standard Class,Consumer,Santa Ana,California,West,Office Supplies,Supplies,21.96,2,0.0,6.1488,27.999999999999996,No Discount,Profit
Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,21.98,2,0.0,8.5722,39.0,No Discount,Profit
First Class,Home Office,New York City,New York,East,Furniture,Chairs,2621.322,11,0.1,553.3902,21.11111111111111,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,74.76,7,0.0,23.9232,32.0,No Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,364.776,3,0.2,27.3582,7.5,Low Discount,Profit
Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,1115.17,7,0.0,334.551,30.0,No Discount,Profit
First Class,Corporate,San Diego,California,West,Office Supplies,Binders,89.696,4,0.2,33.636,37.50000000000001,Low Discount,Profit
First Class,Corporate,San Diego,California,West,Office Supplies,Labels,50.12,4,0.0,23.5564,47.0,No Discount,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,36.48,6,0.0,18.24,50.0,No Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,322.192,13,0.2,100.685,31.25,Low Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609,-165.0,High Discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,19.136,4,0.2,6.9368,36.25,Low Discount,Profit
Standard Class,Consumer,Harrisonburg,Virginia,South,Technology,Accessories,23.08,2,0.0,6.924,30.000000000000004,No Discount,Profit
Standard Class,Consumer,Rockville,Maryland,East,Technology,Phones,90.48,2,0.0,23.5248,25.999999999999996,No Discount,Profit
Second Class,Consumer,Des Moines,Washington,West,Furniture,Chairs,215.976,3,0.2,-2.6997,-1.25,Low Discount,Loss
Second Class,Consumer,Des Moines,Washington,West,Office Supplies,Envelopes,65.94,3,0.0,30.9918,47.0,No Discount,Profit
First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,11.352,3,0.2,2.6961,23.75,Low Discount,Profit
Standard Class,Home Office,Columbus,Indiana,Central,Office Supplies,Storage,24.56,2,0.0,6.8768,28.000000000000004,No Discount,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes,16.56,2,0.0,7.7832,47.0,No Discount,Profit
Standard Class,Consumer,Springfield,Missouri,Central,Technology,Accessories,279.95,5,0.0,67.188,24.000000000000004,No Discount,Profit
Standard Class,Corporate,Henderson,Kentucky,South,Office Supplies,Storage,828.84,6,0.0,0.0,0.0,No Discount,Profit
First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Binders,7.218,3,0.7,-5.5338,-76.66666666666667,High Discount,Loss
First Class,Consumer,Lakewood,Ohio,East,Office Supplies,Supplies,27.2,4,0.2,2.04,7.5,Low Discount,Profit
Standard Class,Corporate,Omaha,Nebraska,Central,Technology,Accessories,89.97,3,0.0,18.8937,21.0,No Discount,Profit
Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,318.08,4,0.0,34.9888,11.0,No Discount,Profit
Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,5.8,1,0.0,2.61,45.0,No Discount,Profit
Second Class,Corporate,Santa Ana,California,West,Technology,Phones,143.952,6,0.2,17.994,12.5,Low Discount,Profit
Second Class,Corporate,Santa Ana,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,48.00000000000001,No Discount,Profit
Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,5.56,2,0.0,1.4456,26.0,No Discount,Profit
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Storage,146.73,3,0.0,2.9346,2.0,No Discount,Profit
First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,29.9,5,0.0,13.455,45.0,No Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,276.784,2,0.2,89.9548,32.5,Low Discount,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864,-270.0,High Discount,Loss
Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,454.965,5,0.3,-136.4895,-30.0,Medium discount,Loss
Standard Class,Corporate,Cary,North Carolina,South,Technology,Phones,246.168,3,0.2,21.5397,8.75,Low Discount,Profit
Second Class,Consumer,Springfield,Ohio,East,Office Supplies,Storage,295.4,5,0.2,-62.7725,-21.250000000000004,Low Discount,Loss
First Class,Consumer,Louisville,Kentucky,South,Office Supplies,Storage,348.56,8,0.0,104.568,30.0,No Discount,Profit
Second Class,Corporate,Troy,Ohio,East,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,Low Discount,Profit
Second Class,Corporate,Troy,Ohio,East,Furniture,Bookcases,482.94,6,0.5,-376.6932,-78.0,High Discount,Loss
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,299.98,2,0.0,83.9944,27.999999999999996,No Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,403.68,6,0.0,181.656,45.0,No Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,41.9,2,0.0,11.732,27.999999999999996,No Discount,Profit
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,28.91,7,0.0,13.2986,46.0,No Discount,Profit
Standard Class,Consumer,Bloomington,Indiana,Central,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,No Discount,Profit
Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,369.544,7,0.2,27.7158,7.500000000000001,Low Discount,Profit
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,36.25,Low Discount,Profit
